dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.532973,2.706720,0.033532,0.076367,0.099178,0.000000,6.262992
0.020000,4.534520,2.706688,0.035079,0.078351,0.099178,-0.000000,6.262237
0.020000,4.536107,2.706654,0.036666,0.080335,0.099178,0.000000,6.261479
0.020000,4.537733,2.706618,0.038293,0.082318,0.099178,0.000000,6.260722
0.020000,4.539398,2.706580,0.039959,0.084302,0.099178,0.000000,6.259965
0.020000,4.541104,2.706540,0.041665,0.086285,0.099178,-0.000000,6.259211
0.020000,4.542849,2.706497,0.043410,0.088269,0.099178,0.000000,6.258460
0.020000,4.544634,2.706453,0.045196,0.090252,0.099178,0.000000,6.257714
0.020000,4.546458,2.706406,0.047021,0.092236,0.099178,0.000000,6.256976
0.020000,4.548322,2.706356,0.048885,0.094220,0.099178,-0.000000,6.256245
0.020000,4.550225,2.706304,0.050789,0.096203,0.099178,0.000000,6.255524
0.020000,4.552168,2.706250,0.052733,0.098187,0.099178,0.000000,6.254814
0.020000,4.554151,2.706193,0.054717,0.100170,0.099178,-0.000000,6.254117
0.020000,4.556173,2.706133,0.056740,0.102154,0.099178,0.000000,6.253435
0.020000,4.558235,2.706071,0.058803,0.104137,0.099178,0.000000,6.252768
0.020000,4.560337,2.706006,0.060906,0.106121,0.099178,0.000000,6.252120
0.020000,4.562478,2.705939,0.063048,0.108105,0.099178,-0.000000,6.251491
0.020000,4.564659,2.705869,0.065230,0.110088,0.099178,0.000000,6.250883
0.020000,4.566879,2.705797,0.067451,0.112072,0.099178,-0.000000,6.250298
0.020000,4.569140,2.705722,0.069713,0.114055,0.099178,0.000000,6.249737
0.020000,4.571439,2.705644,0.072014,0.116039,0.099178,0.000000,6.249204
0.020000,4.573778,2.705564,0.074354,0.118022,0.099178,0.000000,6.248699
0.020000,4.576157,2.705482,0.076734,0.120006,0.099178,-0.000000,6.248224
0.020000,4.578576,2.705396,0.079154,0.121990,0.099178,0.000000,6.247781
0.020000,4.581034,2.705309,0.081614,0.123973,0.099178,0.000000,6.247373
